id,url,full_name,park_code,description,latitude,longitude,activities,topics,states,designation,cost,entrance,standard_hours,holidays
94B046DC-2AFD-4ECB-A60D-CE210A8550B1,https://www.nps.gov/aleu/index.htm,Aleutian Islands World War II National Historic Area,aleu,"During World War II the remote Aleutian Islands, home to the Unangax̂ (Aleut) people for over 8,000 years, became a fiercely contested battleground in the Pacific. This thousand-mile-long archipelago saw invasion by Japanese forces, the occupation of two islands; a mass relocation of Unangax̂ civilians; a 15-month air war; and one of the deadliest battles in the Pacific Theater.",53.9143,-166.5197,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits']","['Archeology', 'Aviation', 'Colonization and Settlement', 'Forts', 'Incarceration', 'Maritime', 'Coastal Defenses', 'Maritime - Military', 'Ships and Shipwrecks', 'Military', 'US Army', 'US Navy', 'US Marines', 'US Coast Guard', 'US Air Force (Army Air Corps)', 'Indigenous and Native Warrior', 'Battlefields', 'Monuments and Memorials', 'Native American Heritage', 'Religion and Spirituality', 'Tragic Events', 'Forced Marches', 'Massacres', 'Wars and Conflicts', 'World War II', 'Arctic', 'Tundra', 'Coasts, Islands and Atolls', 'Mountains', 'Scenic Views']",AK,National Historic Area,0,Entrance - Free,"{'wednesday': '8:00AM - 5:00PM', 'monday': '8:00AM - 5:00PM', 'thursday': '8:00AM - 5:00PM', 'sunday': '8:00AM - 5:00PM', 'tuesday': '8:00AM - 5:00PM', 'friday': '8:00AM - 5:00PM', 'saturday': '8:00AM - 5:00PM'}","['Winter', 'Fourth of July']"
6D82D070-995A-4524-A56E-C1CE182E7D9B,https://www.nps.gov/alfl/index.htm,Alibates Flint Quarries National Monument,alfl,"13,000 years ago, Alibates was well-known by mammoth hunters as a source of flint for tools. The colorful flint has never lost its value or usefulness in the Texas Panhandle. Learn how important this site was to the survival, commerce, and culture of the people of the High Plains.",35.5819662,-101.6717008,"['Arts and Culture', 'Craft Demonstrations', 'Camping', 'Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']","['Native American Heritage', 'Geology']",TX,National Monument,0,Entrance - Free,"{'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}","['Closed Thanksgiving', 'Closed Christmas Day']"
3350C18C-8E07-487B-930E-37AD873D31AD,https://www.nps.gov/alpo/index.htm,Allegheny Portage Railroad National Historic Site,alpo,"The first railroad to circumvent the Allegheny Mountains, the Allegheny Portage Railroad was the finishing piece of the Pennsylvania Main Line Canal. ""The Portage"" opened in 1834, marking the first time that there was one, direct route between Philadelphia and Pittsburgh. All things to all people, it served merchants, passengers, slaves in pursuit of freedom, and soldiers from the Mexican War.",40.42977467,-78.57431622,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Hands-On', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'African American Heritage', 'Commerce', 'Trade', 'Engineering', 'Enslavement', 'Industry', 'Logging and Timber Cutting', 'Laborer and Worker', 'Military', 'Infantry and Militia', 'Presidents', 'Social Movements', 'Abolition Movement', 'Transportation', 'Canals', 'Trains and Railroads', 'Tragic Events', 'Murders', 'Wars and Conflicts', 'Mexican War', 'Mountains', 'Night Sky', 'Astronomy', 'River and Riparian', 'Trails']",PA,National Historic Site,0,Entrance - Free,"{'wednesday': '9:00AM - 5:00PM', 'monday': '9:00AM - 5:00PM', 'thursday': '9:00AM - 5:00PM', 'sunday': '9:00AM - 5:00PM', 'tuesday': '9:00AM - 5:00PM', 'friday': '9:00AM - 5:00PM', 'saturday': '9:00AM - 5:00PM'}","['Thanksgiving Closure', ""New Year's Day Closure"", 'Christmas Day Closure']"
D35004EF-5F5A-4DA4-8716-5141BE5C933C,https://www.nps.gov/amch/index.htm,Amache National Historic Site,amch,"Amache, also known as the Granada Relocation Center, near Granada, Colorado was one of ten incarceration sites established by the War Relocation Authority during World War II to unjustly incarcerate Japanese Americans. Over 10,000 people, most American citizens, were incarcerated at Amache from 1942-1945. Amache - a place to reflect, recommit, and further the pursuit of freedom and justice.",38.04962,-102.32903,[],"['Incarceration', 'Japanese-American Internment']",CO,National Historic Site,0,Entrance - Free,"{'wednesday': 'Sunrise to Sunset', 'monday': 'Sunrise to Sunset', 'thursday': 'Sunrise to Sunset', 'sunday': 'Sunrise to Sunset', 'tuesday': 'Sunrise to Sunset', 'friday': 'Sunrise to Sunset', 'saturday': 'Sunrise to Sunset'}",
A0B4CA5E-608A-4DF2-8EFB-E2E4619EA243,https://www.nps.gov/amme/index.htm,American Memorial Park,amme,"American Memorial Park honors the American and Marianas people who gave their lives during the Marianas Campaign of World War II. At the park, memorials stand in tribute to the courage and sacrifice of the US Servicemen and Chamorro and Carolinian civilians who were killed in the battles between the United States and Japan that took place on Saipan, Tinian, and the Philippine Sea in 1944.",15.21680033,145.7231096,"['Arts and Culture', 'Theater', 'Biking', 'Fishing', 'Saltwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Surfing', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Arts', 'Photography', 'Maritime', 'Maritime - Military', 'Military', 'US Army', 'US Navy', 'US Marines', 'US Air Force (Army Air Corps)', 'Battlefields', 'Monuments and Memorials', 'Pacific Islander Heritage', 'Wars and Conflicts', 'World War II', 'Animals', 'Birds', 'Fish', 'Coasts, Islands and Atolls', 'Estuaries and Mangroves', 'Oceans', 'Wetlands']",MP,Park,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
34CB30BA-8A5F-4563-AA34-6633708DD9DC,https://www.nps.gov/amis/index.htm,Amistad National Recreation Area,amis,"An oasis in the desert, Amistad National Recreation Area consists of the US portion of the International Amistad Reservoir. Amistad, whose name comes from the Spanish word meaning friendship, is best known for excellent water-based recreation, camping, hiking, rock art viewing, and its rich cultural history. Amistad is also home to a wide variety of plant and animal life above and below the water.",29.53539777,-101.075821,"['Boating', 'Motorized Boating', 'Jet Skiing', 'Camping', 'Backcountry Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Junior Ranger Program', 'SCUBA Diving', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'African American Heritage', 'Archeology', 'Asian American Heritage', 'Explorers and Expeditions', 'Hispanic American Heritage', 'Laborer and Worker', 'Migrant Workers', 'Latino American Heritage', 'Military', 'Infantry and Militia', 'US Army', 'Native American Heritage', 'Presidents', 'Transportation', 'Trains and Railroads', 'Wars and Conflicts', 'Indian and Frontier Wars', 'Westward Expansion', 'Animals', 'Birds', 'Tortoises and Turtles', 'Caves, Caverns and Karst', 'Canyons and Canyonlands', 'Geology', 'Lakes', 'Scenic Views']",TX,National Recreation Area,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
9463E25C-7342-4A34-9537-4A6DA74B2B06,https://www.nps.gov/anac/index.htm,Anacostia Park,anac,"Welcome to Anacostia Park, your neighborhood national park in the heart of Washington, DC! Enjoy exercise along the river trail or relax by the water, Anacostia Park is a breath of fresh air and a space to unwind amid a bustling city.",38.8782,-76.9703,"['Biking', 'Road Biking', 'Boating', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Paddling', 'Canoeing', 'Kayaking', 'Playground', 'Team Sports', 'Wildlife Watching']","['Military', 'US Army', 'Native American Heritage', 'Urban America', 'Wars and Conflicts', 'War of 1812', 'Animals', 'River and Riparian', 'Scenic Views', 'Trails', 'Water Trails', 'Wetlands']",DC,Park,0,Entrance - Free,"{'wednesday': 'Sunrise to Sunset', 'monday': 'Sunrise to Sunset', 'thursday': 'Sunrise to Sunset', 'sunday': 'Sunrise to Sunset', 'tuesday': 'Sunrise to Sunset', 'friday': 'Sunrise to Sunset', 'saturday': 'Sunrise to Sunset'}",
00E65872-53F7-4C9B-BD29-B9BC99930D0D,https://www.nps.gov/ande/index.htm,Andersonville National Historic Site,ande,"Nearly 13,000 men died on these grounds, a site that became infamous even before the Civil War ended. Their burial grounds became Andersonville National Cemetery, where veterans continue to be buried today. This place, where tens of thousands suffered captivity so others could be free, is also home to the National Prisoner of War Museum and serves as a memorial to all American prisoners of war.",32.19831758,-84.12988898,"['Auto and ATV', 'Scenic Driving', 'Camping', 'Group Camping', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['African American Heritage', 'American Revolution', 'Burial, Cemetery and Gravesite', 'National Cemetery', 'Enslavement', 'Hispanic American Heritage', 'Incarceration', 'Jails and Prisons', 'Military', 'Monuments and Memorials', 'Native American Heritage', 'Schools and Education', 'Tragic Events', 'Forced Marches', 'Wars and Conflicts', 'French and Indian War', 'American Revolutionary War', 'War of 1812', 'Mexican War', 'Civil War', 'Spanish-American War', 'World War I', 'World War II', 'Korean War', 'Vietnam War', 'Cold War', ""Women's History""]",GA,National Historic Site,0,Entrance - Free,"{'wednesday': '8:00AM - 5:00PM', 'monday': '8:00AM - 5:00PM', 'thursday': '8:00AM - 5:00PM', 'sunday': '8:00AM - 5:00PM', 'tuesday': '8:00AM - 5:00PM', 'friday': '8:00AM - 5:00PM', 'saturday': '8:00AM - 5:00PM'}","['Christmas', 'Thanksgiving', ""New Year's Day""]"
2ED6E071-57AA-4B08-8DDA-5CB09FBB75C8,https://www.nps.gov/anjo/index.htm,Andrew Johnson National Historic Site,anjo,"Andrew Johnson's complex presidency (1865-69) illustrates the Constitution at work following the Civil War. As the President and Congress disagreed on Reconstruction methods, the Constitution served as their guide on balance of powers, vetoes, and impeachment. In the end, it evolved as a living document with pivotal amendments on freedom, citizenship, and voting rights - topics still vital today.",36.15624509,-82.83709021,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Museum Exhibits']","['African American Heritage', 'Burial, Cemetery and Gravesite', 'National Cemetery', 'Enslavement', 'Presidents', 'Reconstruction', 'Wars and Conflicts', 'Civil War']",TN,National Historic Site,0,Entrance - Free,"{'wednesday': '9:00AM - 4:00PM', 'monday': '9:00AM - 4:00PM', 'thursday': '9:00AM - 4:00PM', 'sunday': '9:00AM - 4:00PM', 'tuesday': '9:00AM - 4:00PM', 'friday': '9:00AM - 4:00PM', 'saturday': '9:00AM - 4:00PM'}","['Closed for Thanksgiving', 'Open for Veterans Day', ""Closed New Year's Day"", 'Closed for Christmas Day']"
7FF37F14-88C8-469E-A447-ACE6D9AF44D2,https://www.nps.gov/ania/index.htm,Aniakchak National Monument & Preserve,ania,"Given its remote location and challenging weather conditions, Aniakchak is one of the most wild and least visited places in the National Park System. This landscape is a vibrant reminder of Alaska's location in the volcanically active ""Ring of Fire,"" as it is home to an impressive six mile (10 km) wide, 2,500 ft (762 m) deep caldera formed during a massive volcanic eruption 3,500 years ago.",56.85317675,-157.5544362,"['Camping', 'Backcountry Camping', 'Climbing', 'Mountain Climbing', 'Flying', 'Hiking', 'Backcountry Hiking', 'Paddling', 'Whitewater Rafting', 'Wildlife Watching', 'Birdwatching']","['Archeology', 'Animals', 'Arctic', 'Tundra', 'Geothermal', 'Mountains', 'Volcanoes', 'Wilderness']",AK,National Monument & Preserve,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
8415526C-C932-4236-A634-2D89DF718936,https://www.nps.gov/anti/index.htm,Antietam National Battlefield,anti,"23,000 soldiers were killed, wounded or missing after twelve hours of savage combat on September 17, 1862. The Battle of Antietam ended the Confederate Army of Northern Virginia's first invasion into the North and led Abraham Lincoln to issue the preliminary Emancipation Proclamation.",39.46763452,-77.73828017,"['Biking', 'Road Biking', 'Camping', 'Group Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['African American Heritage', 'Arts', 'Photography', 'Burial, Cemetery and Gravesite', 'National Cemetery', 'Enslavement', 'Medicine', 'Military', 'Infantry and Militia', 'Artillery', 'US Army', 'Battlefields', 'Monuments and Memorials', 'Reconstruction', 'Schools and Education', 'Wars and Conflicts', 'Civil War', ""Women's History"", 'Trails']",MD,National Battlefield,"['20.00', '10.00', '15.00', '100.00', '40.00', '25.00', '0.00']","['Entrance - Private Vehicle', 'Entrance - Per Person', 'Entrance - Motorcycle', 'Commercial Entrance - Motor Coach', 'Commercial Entrance - Mini-bus', 'Commercial Entrance - Sedan', 'Entrance - Education/Academic Groups']","{'wednesday': '9:00AM - 5:00PM', 'monday': '9:00AM - 5:00PM', 'thursday': '9:00AM - 5:00PM', 'sunday': '9:00AM - 5:00PM', 'tuesday': '9:00AM - 5:00PM', 'friday': '9:00AM - 5:00PM', 'saturday': '9:00AM - 5:00PM'}","['Christmas Day', 'Thanksgiving Day', ""New Year's Day""]"
